id_centro_vacunacion,id_ubigeo,nombre,latitud,longitud,entidad_administra
3480,1207,CASA COMUNAL LA VICTORIA - TAYABAMBA,-8.2768959,-77.2983734,MINSA
3624,1382,MUNICIPALIDAD DE MARIATANA,-12.23738,-76.32544,MINSA
3625,1382,INSTITUCIÓN EDUCATIVA SANTA ROSA DE CAPUTISH,-12.2666668,-76.3166678,MINSA
3626,1382,LOCAL COMUNAL DE CALAHUAYA,-12.2735112,-76.4168978,MINSA
3628,1382,LOCAL COMUNAL DE CATACANCHA,-12.28237,-76.42754,MINSA
3943,1427,FRENTE AL ESTABLECIMIENTO,-12.8,-75.89229,
3948,1427,FRONTIS DEL ESTABLECIMIENTO,-12.7995188,-75.891902,DIRESA LIMA
4033,1597,MINI COLISEO PEDRO JULIO GOMEZ QUEZADA,-5.213667,-80.0904527,DIRESA
4015,1597,COLISEO DE HUAQUILLA,-5.221914,-80.027451,DIRESA
1653,1666,C.S. CRUCERO 00003147,-14.363106707,-70.023750285,
2135,1670,C.S. USICAYOS 00003149,-14.126695348,-69.968412096,
1724,1717,PUESTO DE SALUD QUILCAPUNCO,-14.89102677,-69.73161198,
1727,1729,CENTRO DE SALUD UNTUCA,-14.423703759,-69.343941328,
2330,1729,PUESTO DE SALUD -QUIACA,-14.4238943,-69.3439856,
2329,1732,COLISEO ABIERTO - MASIAPO,-14.0916574,-69.2449499,
2760,148,CAMPO DEPORTIVO DE YANAC,-8.6189373,-77.8637387,MINSA
2361,253,I.E VARIANTE AGROPECURIO    P.S. OCOBAMBA,-13.871688768,-72.956754864,
2386,253,I. E. PRIMARIA Nº 54016 CIRCA (P. S. HUIRAHUACHO),-13.87821148,-72.875662246,MINSA
2436,253,CENTRO POBLADO TAMBO QUESARI (P. S. TAMBURQUI),-13.972116768,-72.886235656,MINSA
2392,327,IE. SECUNDARIA JUAN DE ESPINOZA MEDRANO -  PATAYPAMPA GRAU,-14.181677121,-72.673850095,MINSA
1919,410,CENTRO INTEGRADO MAYTA CAPAC 40390 NIVEL SECUNDARIA,-15.643941,-71.760869,DIRESA
900,433,I.E. 40167 Maria Auxiliadora,-15.2137,-72.8883,
3284,567,C.S. Encañada,-7.08601422,-78.34364155,DIRESA
2842,621,CENTRO DE SALUD CUJILLO,-6.1053232,-78.5752919,
3019,717,LIMATAMBO,-13.479647203,-72.443164765,
2261,824,P.S CHAQUICOCHA,-12.4781246,-75.1831552,DIRESA
2263,824,P.S CHUYA,-12.4781246,-75.1831552,DIRESA
2264,824,P.S CHUYA,-12.4781463,-75.1832199,DIRESA
2265,824,P.S CHUYA,-12.5277861,-75.2531981,DIRESA
2266,824,P.S CORICOCHA,-12.5537277,-75.2143332,DIRESA
2267,824,P.S VILCA,-12.4774588,-75.1833879,DIRESA
2268,824,P.S VILCA,-12.4781246,-75.1831552,DIRESA
2269,824,P.S VILCA,-12.5106848,-75.1946666,DIRESA
1704,856,PLAZA DE ARMA - MOLLEPAMPA,-13.3104654,-75.4098033,DIRESA
3786,975,I.E.I N° 102,-8.7715007,-74.7066333,MINSA
504,1050,Colegio De Warivilca,-12.13628804,-75.22288016,MINSA
569,1234,I.E. 80615 Cochapampa,-8.11127567,-78.13581304,MINSA
27,1317,Estadio Municipal de Santa Anita,-12.03422027,-76.96525929,MINSA
244,1317,Vacunatorio San Isidro labrador,-12.04374386,-76.94626406,ESSALUD
4071,1317,MERCADO MAYORISTA DE LIMA (EMMSA),-12.04204063,-76.947014587,
885,1519,Auditorio De La Municipalidad,-16.75081,-70.68593,MINSA
409,1540,Coliseo De Huayllay,-11.0017,-76.36347,ESSALUD
171,1550,I.E. Primaria 35004 Santo Domingo Savio,-10.49073,-76.51577,MINSA
1984,1550,I.E. ERNESTO DIEZCANZECO,-10.492723032,-76.515644078,
428,1572,Mini Coliseo De La Union,-5.40201726,-80.74040745,DIRESA
429,1572,Terminal Terrestre La Union,-5.40098244,-80.74631454,DIRESA
1651,1644,I.E. Secundaria San Francisco - Tiquillaca,-15.795450139,-70.186985831,MINSA
1652,1701,C.S. CONO NORTE 00003159,-14.8827057,-70.5876866,
3988,1701,SERENAZGO SEGURIDAD CIUDADANA,-14.8722618,-70.5959077,
3359,1701,I.E.P. N° 70487 SAN MARTIN DE PORRES,-14.879628169,-70.598187999,
1622,1701,"I.E.P. N° 71011 ""SAN LUIS GONZAGA"" AYAVIRI",-14.8842942,-70.5889612,
838,25,I.E.P N° 16273,-5.62534,-78.4766,
3081,58,COLISEO CERRADO,-6.105349927,-77.955126709,MINSA
2096,268,I.E. PERLAS DEL SABER,-13.621452,-73.253156,DIRESA
2097,268,I.E. MIGUEL GRAU SEMINARIO,-13.587641,-73.340936,DIRESA
2044,268,I.E. JOSE OLAYA BALANDRA,-13.609357,-73.3439628,DIRESA
2994,321,PLAZA DE ARMAS CHUQUIBAMBILLA - GRAU,-14.104674651,-72.70797,MINSA
2051,338,CLINICA SAN PABLO - AREQUIPA,-16.3866632,-71.5569918,PRIVADO
710,338,Colegio San Martin,-16.32249862,-71.59300727,DIRESA
3222,338,COLEGIO MADRE PEREGRINA,-16.3713206,-71.5622697,DIRESA
4022,338,PUESTO DE SALUD PERUARBO,-16.345376,-71.6000494,DIRESA
603,338,Depor Center,-16.3092077,-71.61190963,ESSALUD
473,338,Iiee Manuel Gallegos Sanz,-16.34796161,-71.55518352,DIRESA
270,338,Complejo Rayo Chachani,-16.352015,-71.56631,DIRESA
271,338,I.E. 40044 San Martin De Porres,-16.32281874,-71.59304658,DIRESA
272,338,I.E. 41026 Maria Murillo De Bernal,-16.377167,-71.560806,DIRESA
273,338,I.E. Alejandro Sanchez Arteaga,-16.394972,-71.57736,DIRESA
274,338,I.E. Fe Y Alegria N°51,-16.32578,-71.55591,DIRESA
275,338,I.E. Santo Tomás De Aquino-Circa,-16.393503,-71.567192,DIRESA
3189,424,P.S. EUGENIA,-15.896526,-73.187467,DIRESA
2306,424,PLAZA PRINCIPAL IQUIPI-RIO GRANDE,-15.9401358,-73.1308716,
2772,635,MORAN LIRIO,-6.683060831,-78.613787671,MINSA
3001,664,P.S Calquis,-6.9801551,-78.8510044,DIRESA
3332,730,CHECCA,-14.4727774,-71.3971908,MINSA
3318,743,SAN PEDRO,-14.1873786,-71.3443129,MINSA
559,995,Ie 22511,-14.11471823,-75.67589812,C.S. LOS AQUIJES
301,995,Ie Jose Huaman Girao,-14.09356725,-75.70221499,MINSA
507,1061,Plaza De Toros De Sicaya,-12.01650013,-75.28246434,MINSA
392,1079,Centro Del Adulto Mayor,-11.06018,-75.3356505,MINSA
393,1079,Universidad Peruana Los Andes,-11.07217,-75.33926,MINSA
2463,1079,Centro del Adulto Mayor,-11.0602332,-75.3355445,ESSALUD
3571,1079,C.E. Jeronimo Jimenez,-11.0556814,-75.3270788,MINSA
2876,1162,IE Jorge Basadre,-8.078080661,-79.019481517,
223,1162,Estadio Florencia De Mora,-8.07818843,-79.01875019,DIRESA
224,1162,Instituto Tecnologico Florencia De Mora,-8.08282274,-79.02433076,ESSALUD
4137,1283,IE. Nº 1237 Jorge Giles Llanos,-12.019535,-76.83808,
4076,1283,IE Gran Mariscal Toribio de Luzuriaga,-12.0740783,-76.979144,
4077,1283,IE 1236 - Alfonso Barrantes Lingan,-12.0095963,-76.8285285,
25,1283,Estadio Monumental,-12.05578512,-76.93608632,ESSALUD
31,1283,Estadio Municipal Ollantaytambo,-12.02854688,-76.90850821,MINSA
2479,1441,P.S OMAS,-12.5148377,-76.2895238,DIRESA LIMA
1983,1557,I.E. CENTENARIO DE VILCABAMBA,-10.480624645,-76.446720215,
1994,1564,I.E. Leopoldo Krause,-10.7418486,-75.27586,MINSA
1995,1564,I.E. NUESTRA SEÑORA DEL ROSARIO,-10.7349057,-75.2679061,MINSA
175,1564,Pedro Ruiz Gallo,-10.7297447,-75.2646256,MINSA
3851,1638,INSTITUCION EDUCATIVA SECUNDARIA SAN JUAN DE HUATA,-15.6146,-69.9744,MINSA
1966,1638,I.E.P. 70038 - HUATA,-15.61483,-69.97326,MINSA
3765,96,I. E . 86049 JOSE CARLOS MARIATEGUI,-9.409653403,-77.56588107,
3766,96,I.E. 86758 CIRO ALEGRIA BAZAN,-9.377823098,-77.529327925,
3767,96,LOSA DEPORTIVA DEL LOCAL COMUNAL,-9.394048888,-77.526227292,
3363,247,PORTAL DE LA MUNICIPALIDAD DEL C. P. PUNAP - RANRAHIRCA,-9.291440982,-77.885198085,MINSA
3734,247,CANCHIRAO Y CORRALHUAIN,-9.3286456,-78.0418968,MINSA
3741,247,"TUMIPAMPA, PAÑOPAMPA, PUCAPATZA Y ESPINOPAMPA",-9.4234527,-78.0083852,MINSA
3627,263,ESTADIO MASINGARA - HUANCARAMA,-13.641808429,-73.090854346,MINSA
1774,438,IE SANTISIMA VIRGEN DE LA ASUNTA40549,-15.061,-72.692,DIRESA
1848,438,IE SAN SANTIAGO DE PUYCA,-15.0599261,-72.689841,DIRESA
3151,638,LOZA DEPORTIVA CHONTALI,-5.65505196,-79.000700127,MINSA
3391,646,LOZA DEPORTIVA COCHALAN,-5.4651747,-78.9887989,MINSA
2918,668,C.S LLAPA,-6.890920482,-78.742105917,DIRESA
2229,817,P.S SAN JOSE DE BELEN,-12.5501941,-75.0829773,
2230,817,P.S SAN JOSE DE LARIA,-12.5501941,-75.0829773,
2487,861,C.S. CHURCAMPA,-12.7409864,-74.3876553,
2488,861,C.S. CHURCAMPA,-12.7409864,-74.3876553,
2489,861,P.S. PACCAY,-12.7037295,-74.3884277,
3195,861,I.E. ANTONIO RAYMONDI,-12.7366528,-74.3850494,
2140,899,GRAS SINTETICO DE SALCABAMBA,-12.2021534,-74.7808185,DIRESA
1751,939,I.E. Santiago Antunes De Mayolo,-9.038101,-76.95809,
935,966,Local Municipal De San Buenaventura,-8.76892,-77.1884,
3191,985,I.E. ESTEBAN PABLETICH,-9.8586754,-76.6087761,MINSA
698,1023,Colegio Fermin Tanguis,-14.53826542,-75.18774285,HOSPITAL APOYO PALPA
940,1026,Salon Comunal De San Francisco,-14.504629643,-75.254468771,P.S. SANTA CRUZ
718,1085,I.E. San Jose De Jauja - Nivel Primario,-11.781816,-75.493035,
2596,1085,NUEVO TERMINAL TERRESTRE JAUJA,-11.771305866,-75.492130598,MINSA
401,1085,Court De Basquet Jauja,-11.781808,-75.495108,MINSA
402,1085,Hospital Domingo Olavegoya,-11.777113,-75.496831,MINSA
3293,1172,COMPLEJO EL PROGRESO - ASCOPE,-7.712936264,-79.100361043,MINSA
3303,1172,PISCINA SAUSAL - CHICAMA,-7.7325312,-79.0057868,MINSA
3331,1172,I.E N° 82544 - PUNTA MORENO,-7.5952698,-78.8895532,MINSA
207,1172,Coliseo Gildemeister,-7.84423381,-79.14445632,DIRESA
208,1172,Coliseo Municipal De Chicama.,-7.83840472,-79.16212172,MINSA
209,1172,Policlinico Municipal De Chiclin,-7.73248,-79.00538,MINSA
3706,1180,PUESTO SATELITE TRIGOBAMBA - BAMBAMARCA,-7.435578338,-77.693770466,MINSA
3708,1180,PUESTO DE SALUD SICHAYA - BAMBAMARCA,-7.4209205,-77.6808128,MINSA
3709,1180,IE 80116 CIRO ALEGRIA BAZAN - CALEMAR,-7.513605157,-77.728450651,MINSA
3710,1180,IE 81926 BELEN DE SIONERA - BAMBAMARCA,-7.513199799,-77.72149624,MINSA
3712,1180,PUESTO SATELITE PUYAN- BAMBAMARCA,-7.448899902,-77.70830316,MINSA
4007,1581,PLAZA DE ARMAS PACAIPAMPA,-4.9962364,-79.669017,DIRESA
1715,1690,C.S. VILQUECHICO,-15.21489699,-69.690818275,
1716,1690,TAMBO CATAHUI SOLITARIO,-15.210655546,-69.699798311,
3080,51,COLISEO GRAN CHILLAOS,-6.199338797,-77.949785423,MINSA
2657,129,ATAQUERO,-9.259785731,-77.707042607,MINSA
3371,129,PLAZA DE ARMAS - HUELLAP - ATAQUERO,-9.268937539,-77.709764096,MINSA
3372,129,PLAZA DE ARMAS - CARHUAC - ATAQUERO,-9.262149079,-77.691613443,MINSA
3986,136,SAN LUIS,-9.0956187,-77.328135,MINSA
3987,136,POMALLUCAY,-9.0528858,-77.3259812,
3903,136,CANCHABAMBA,-9.080068259,-77.28564723,
3904,136,UCHUSQUILLO,-9.0121658,-77.3505306,MINSA
3905,136,HUMANHUAUCO,-9.0273758,-77.3504042,MINSA
757,136,San Luis,-9.09245076,-77.32907073,
4098,136,AUDITORIO DE LA MUNICIPALIDAD DE SAN LUIS,-9.0956187,-77.328135,
4099,136,CANCHA SINTETICA DE SAN LUIS,-9.0956187,-77.328135,
3072,591,I E 301 INICIAL,-6.562119225,-78.664022974,DIRESA
2932,591,I. E. SANTA RAFAELA MARIA,-6.547793933,-78.648230127,DIRESA
2933,591,I E 10381 PRIMARIA,-6.56007278,-78.653379968,DIRESA
2934,591,I E 10384 PRIMARIA,-6.560754929,-78.650976709,DIRESA
387,591,Institucion Educativa Inicial 301,-6.59861,-78.652481,ESSALUD
2935,592,I. E. SECUNDARIA,-6.349087443,-78.545738486,DIRESA
2843,610,COLISEO GRAN CUISMANQU,-7.365888252,-78.805701901,DIRESA
3029,660,IE 82058 - SHIRAC,-7.349390104,-78.048062511,MINSA
1759,952,P.S. San Juan De Viscas,-9.429649,-76.808662,
1760,952,P.S. Santa Rosa De Pampan,-9.367423,-76.789725,
1761,952,P.S. Bellas Flores,-9.3687,-76.811392,
1762,952,C.S. Singa,-9.391308,-76.816114,
3073,970,CENTRO DE SALUD CHAGLLA,-9.84491,-75.903049,MINSA
295,1002,Ie. Maximo De La Cruz Solorsano,-14.03894264,-75.73592942,MINSA
304,1002,Ie Genaro Huaman Acuache,-14.01317771,-75.73689982,C.S. OCUCAJE
2404,1049,Municipio,-12.325232377,-75.281337947,
1964,1332,I.E 20017 HONORIO DELGADO NICHO,-10.62121,-77.03944,MINSA
2498,1435,I.E. SAN FRANCISCO DE ASIS,-12.4558405,-75.8119935,DIRESA LIMA
3965,1435,FRONTIS DEL ESTABLECIMIENTO,-12.4558405,-75.8119935,
2514,1490,UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,-7.3439765,-75.0058575,MINSA
2376,1490,I.E. EMBLEMATICO JENARO HERRERA,-7.3481237,-75.0040494,MINSA
173,1561,Colegio Nacional San Juan Bautidstade Iscozacin,-10.2699481,-75.1335989,DIRESA
3576,1561,COLISEO MUNICIPAL PALCAZU,-10.1856613,-75.1481913,
412,1593,Casa Comunal De Sondorillo,-5.33933844,-79.42861257,DIRESA
4011,1603,I.E 14670 YAMANGO CARLOS ERNESTO GARCIA PINILLOS,-5.1644622,-79.7624177,DIRESA
2449,1632,P.S. ULLACACHI,-16.176364107,-69.722138882,MINSA
2799,1632,Centro de Salud Acora,-15.9706654,-69.800478,MINSA
2364,1696,C.S. PALCA,-15.3272199,-70.5740886,
3212,189,COLEGIO VIRGEN DEL ROSARIO 20498 OCROS,-10.403184094,-77.398419113,MINSA
3125,189,MUNICIPALIDAD DISTRITAL DE CARHUAPAMPA,-10.497117745,-77.246880587,MINSA
2525,322,SAN AGUSTIN CURPAHUASI - GRAU,-14.05640334,-72.660953545,MINSA
3555,465,I.E..MOISES BELTRAN ALDELSUR - CHUYMAY,-13.578564237,-74.445458407,
3557,465,I.E.. ANDRES AVELINO CACERES - QUIÑASI,-13.576696055,-74.469992099,
3559,465,I.E. JUAN PABLO VISCARDO Y GUZMAN,-13.567594021,-74.522310729,
2589,684,COLISEO MULTIUSOS DE NINABAMBA,-6.684024589,-78.780829459,
2590,684,COLEGIO JOSE CARLOS MARIATEGUI - ACHIRAMAYO,-6.675649155,-78.769827235,
2743,828,PLAZA SUCRE AL FRONTIS DEL HOSPITAL,-12.782721961,-74.559706506,MINSA
2289,828,HOSPITAL PROVINCIAL ACOBAMBA,-12.844533729,-74.571406301,DIRESA
328,930,I.E.P. Yarowilca,-9.82861,-76.8014,MINSA
692,1012,Ie Melchorita Saravia,-13.40181174,-76.15829542,C.S. GROCIO PRADO
3145,1206,IE San Jose - SAN JOSE,-7.348201,-79.4558391,
1817,1263,Institución Educativa-Mesones Muro-Ferreñafe,-6.640144023,-79.791939071,
1818,1263,Institución Educativa-Cesar Solis Celis-Ferreñafe,-6.641812749,-79.787564176,
22,1282,Estadio José Balta,-11.77447044,-77.16752146,MINSA
2424,1391,COMPLEJO DEPORTIVO SAN MATEO,-11.75722,-76.298115,MINSA
4082,1391,CENTRO DE SALUD SAN MATEO,-11.7576728,-76.2984189,
3940,1391,AUDITORIO DE LA MUNICIPALIDAD DE SAN MATEO,-11.758940711,-76.30069789,DIRESA LIMA
181,1545,Coliseo De Paragsha,-10.67409,-76.26697,DIRESA
2002,1545,LOCAL COMUNAL DE LA COOPERATIVA DE RANCAS,-10.6403301,-76.3256947,
174,1562,34226 Reverendo Padre Jose Egg,-10.07169,-75.550384,MINSA
3415,1562,CASA CULTURAL,-10.071949655,-75.551577866,MINSA
1927,1669,POLIDEPORTIVO SAN GABAN,-13.4407616,-70.4040579,
2031,1706,CENTRO DE SALUD NUÑOA,-14.477143779,-70.640509185,
1627,1706,COLISEO MUNICIPAL DE NUÑOA,-14.459403834,-70.649656201,
158,1764,I.E. 0256,-6.42392888,-76.508081,DIRESA
159,1764,I.E. Martín De La Riva,-6.41792137,-76.52804735,MINSA
4067,1764,CC.NN ALTO CHURU YACU MOLOSHO,-6.4483467,-76.5395633,
4068,1764,CC.NN ANAK CHURUYAKU,-6.4359161,-76.5471206,
3953,1764,CC.NN SHUKSHUYAKU,-6.4238833,-76.4900917,
2038,1764,HOSPITAL II-E LAMAS,-6.4160917,-76.5178497,
3728,1764,CC.NN WAYKU,-6.423688,-76.52261,
3729,1764,CC.NN ALTO SHAMBUYAKU,-6.3459614,-76.5331341,
3731,1764,CC.NN SHAMBULOA,-6.456602,-76.503097,
3910,1764,CC.NN NARANJAL,-6.4013383,-76.4828883,
3915,1764,I.E 0372 Bilingue CC.NN SOLO,-6.4431,-76.5707,
3918,1764,CC.NN ANAK JUANJUYSILLO,-6.3816533,-76.497265,
3919,1764,CC.NN RUMICALLPA,-6.3738958,-76.5629539,
3593,1765,I.E 0198,-6.238625,-76.78023,
3711,1765,I.E 0352,-6.272695,-76.77173,MINSA
3083,13,COLISEO YERBABUENA,-6.566351869,-77.827414169,MINSA
3240,190,PLAZA DE ARMAS DEL CENTRO POBLADO LLAMACHUPAN,-10.456058335,-77.326036266,MINSA
3258,311,I.E.N°54182 URIPA,-13.5318162,-73.6766877,
1852,311,I.E.P. N 54182 URIPA,-13.5317968,-73.676538,
2009,311,CANCHA SINTETICA DE GRAS MUNAPUCRO,-13.6159766,-73.6850415,
2733,311,I.E.N° 54182 CENTRAL URIPA,-13.5318515,-73.6767488,
2734,311,CANCHA GRAS SINTETICA MUÑAPUCRO,-13.6153899,-73.682376,
2387,324,GRAS SINTETICO  - HUAYLLATI GRAU,-13.907600231,-72.461550847,
135,555,"I.E P"" Micaela Bastidas""",-13.65732406,-73.95321237,DIRESA
2944,601,PLATAFORMA DEPORTIVA,-6.498089526,-79.052310498,DIRESA
3085,601,CENTRO DE SALUD RAMADA DE LLAMA,-6.514316553,-79.129843672,DIRESA
3128,699,POROY,-13.495087637,-72.042527659,
3112,765,OCCOBAMBA,-12.8720283,-72.4473582,MINSA
3115,765,CHINGANILLA,-12.6749572,-72.3916372,MINSA
535,784,Paucartambo,-13.32207483,-71.59185856,DIRESA
540,790,Urcos,-13.68351011,-71.62475671,DIRESA
341,965,Paraiso,-8.49485196,-76.38590687,MINSA
932,965,I.E. Ciro Alegria Bazan,-8.65614,-76.8755,
933,965,I.E. Jose Antonio Encinas.F. Paraiso,-8.48394,-76.3856,
703,1034,Complejo Deportivo Bambinos,-13.67198644,-76.15813529,DIRESA
4121,1034,Institución Educativa JOSE CARLOS MARIATEGUI,-13.6817753,-76.1554161,
3947,1034,22468 MARIA PARADO DE BELLIDO,-13.671675347,-76.157164373,C.S. SAN CLEMENTE
503,1064,"Coliseo Municipal ""ex Plaza De Toros""",-11.92330767,-75.31073814,MINSA
394,1081,Ie. Ricardo Palma Soriano,-10.9265815,-74.8767432,MINSA
396,1081,Centro De Atencion Del Adulto Mayor,-10.9284252,-74.8755574,MINSA
231,1165,Centro Deportivo Union Laredo,-8.091465,-78.960333,DIRESA
232,1165,Polideportivo Laredo,-8.98800646,-78.96392121,ESSALUD
61,1281,Universidad Nacional Mayor de San Marcos - UNMSM,-12.05617041,-77.08423978,
3417,1281,Punto de Vacunación 1,-12.0593277,-77.041171,
247,1281,Centro De Vacunación Aljovin,-12.05728714,-77.03232955,ESSALUD
673,1281,Clínica Internacional,-12.05821684,-77.03845711,PRIVADO
674,1281,Parque La Exposición,-12.06296214,-77.03516816,SISOL
3572,1281,Visita Domiciliaria,-12.0494498,-77.0377599,
2143,1336,LOCAL COMUNAL DE ARAHUAY,-11.621301509,-76.670445564,MINSA
3642,1392,PLAZA COMUN DE LANCA,-11.85804,-76.53654,MINSA
1928,1661,TAYTA WASI,-14.06911,-70.42984,
3396,1661,IEP 72600 GRANDIOSO TUPAC AMARU,-14.0680512,-70.4346922,
2210,1694,DISTRITO NICASIO,-15.2360359,-70.2579255,MINSA
3060,54,C.S OCALLI,-6.207324259,-78.270343291,MINSA
465,81,Loza Deportiva - El Milagro,-5.6374216,-78.5623594,DIRESA
3553,149,LOCAL MUNICIPAL DE  YUPAN,-8.615357521,-77.969030694,MINSA
2699,219,MUNICIPALIDAD DE MARCA,-10.075368296,-77.486220063,MINSA
2050,316,I.E. JUANA AMBIA LUDEÑA,-13.6974,-73.6339,DIRESA
3185,370,PUESTO DE SALUD QUILCA,-16.7168932,-72.4250056,DIRESA
2694,564,Colegio Manuel Gonzales Prada,-7.324284805,-78.516527617,MINSA
2951,606,AUDITORIO MUNICIPAL,-6.454497403,-79.221344287,DIRESA
3385,637,COLEGIO PRIMARIO 16053,-5.4483723,-78.8338463,
3386,637,SALON COMUNAL CRUCE DE SHUMBA,-5.5539321,-78.8078231,MINSA
3390,637,COLEGIO SANTA ROSA,-5.6653167,-78.6812255,MINSA
1699,850,PLAZA DE ARMA - AURAHUA,-13.0345825,-75.5702711,DIRESA
929,962,P.S. Pueblo Nuevo,-9.07933,-76.0636,
902,967,Local Comunal La Morada,-8.79036,-76.2506,
2415,1069,Local Comunal,-11.689961196,-74.983520508,
512,1132,Colegio Integrado Santa Teresa,-11.4226648,-75.6955393,ESSALUD
513,1132,I.E. Jose Galvez Barrenechea,-11.421642,-75.69023,MINSA
514,1132,I.E.E San Ramon,-11.4089029,-75.68618742,MINSA
3295,1132,I.E. Nº 30703 JOSÉ G. OTERO,-11.425060982,-75.69181442,MINSA
2399,1156,Plaza Pricipal San Juan de Iscos,-12.100330275,-75.295442201,
1829,1244,Institución Educativa-N° 10006-Chongoyape,-6.638396123,-79.468803842,
1827,1262,Institución Educativa-N° 11516-Tuman,-6.745450608,-79.701601447,
60,1294,Universidad Agraria La Molina,-12.08775685,-76.94416643,MINSA
6,1294,Centro Integral del Adulto Mayor de la Molina,-12.08438232,-76.9573711,MINSA
633,1350,Centro De Adulto Mayor - Ciam,-12.6628847,-76.62829148,MINSA
636,1350,Loza Deportiva Multiusos - La Huaca,-12.66949173,-76.64212467,MINSA
637,1350,Estadio Dignidad Nacional,-12.65127896,-76.6247398,MINSA
3745,1350,CENTRO  EDUCATIVO  SECUNDARIA  DIONISIO MANCO,-12.6594975,-76.6291877,DIRESA LIMA
731,1350,Modulo Anexo 27 De Diciembre,-12.71266711,-76.61029304,MINSA
732,1350,Huaca Loza Deportiva Multiusos,-12.66949173,-76.64212467,
733,1350,Local Comunal Santa Rosa,-12.65931939,-76.62594471,MINSA
735,1350,Loza Deportiva La Aguada,-12.66451456,-76.61852145,MINSA
736,1350,Estadio Videma Mala,-12.66345767,-76.62959425,MINSA
3611,1390,P.S HUANCHAC,-12.1451159,-76.2126658,MINSA
3621,1390,PUESTO DE SALUD QUINTI,-12.1451159,-76.2126658,MINSA
2448,1428,FRONTIS DE LA MUNICIPALIDAD DE CHOCOS,-12.914381,-75.8628756,DIRESA LIMA
3266,1509,COLISEO CERRADO DE LABERINTO - LABERINTO,-12.7187518,-69.5875313,
4066,1569,I.E FEDERICO VILLAREAL,-5.3246549,-80.665767,
1859,1668,COMPLEJO DEPORTIVO OLLACHEA,-13.7953041,-70.4697371,
2326,1731,INSTITUCION EDUCATIVA -YANAHUAYA,-14.2570044,-69.1718432,
2775,1796,I.E N° 00550,-5.876670273,-77.276101133,MINSA
448,42,El Tambo - Midis,-3.5249,-77.7716,MINSA
449,42,CANDUNGOS,-3.4029,-77.8431,MINSA
450,42,Local Comunal,-3.9822,-78.1162,MINSA
451,42,Local Comunal,-4.057588,-77.7674896,MINSA
3471,88,IE 86054 JAVIER ROMERO MAGUIÑA,-9.7229175,-77.8180068,
2930,88,PLAZA DE ARMAS CENTRO POBLADO DE QUISHUAR - CORIS,-9.7878113,-77.7877012,MINSA
3451,88,PLAZA DE ARMAS - RAYPA,-9.7452062,-77.881388,
3183,150,I.E. Manuel Gonzales Prada,-9.3506506,-77.1724212,MINSA
329,150,Institucion Educatva Virgen De Fatima,-9.35157,-77.1767,MINSA
3014,214,MUNICIPALIDAD DE CENTRO POBLADO DE COLLAHUASI,-9.671730568,-77.485638,MINSA
3203,214,COLISEO CERRADO DE RECUAY,-9.7231582,-77.4544211,MINSA
590,351,Complejo Deportivo Corazon De Jesus,-16.42886359,-71.57930471,DIRESA
591,351,Complejo Deportivo Wanders- Huaranguillo,-16.41352633,-71.57807682,DIRESA
592,351,Estadio De Sachaca,-16.42132497,-71.56462914,DIRESA
600,351,Polideportivo La Canchita,-16.40440572,-71.56964077,ESSALUD
1639,434,I.E. Coronel Casimiro Peralta Nro.40510,-15.1344,-72.765,
3891,569,Coliseo Llacanora,-7.192220233,-78.425787404,
532,786,Challabamba,-13.21179477,-71.64985845,DIRESA
2303,831,CENTRO DE SALUD CAJA ESPIRITU,-12.879805894,-74.491717085,DIRESA
1753,946,Tambo De Carhuapata,-9.538744,-76.68888,
1754,946,Tambo De Mishquej,-9.533217,-76.769603,
1755,946,Gras Sintetico Jacas Grande,-9.538084,-76.737695,
939,1013,"Colegio San Antonio De Padua ""22256""",-13.40501007,-76.130019598,C.S. PUEBLO NUEVO
693,1013,Colegio Jose Carlos Mariategui,-13.40416639,-76.13597087,
218,1177,I.E. Cesar Vallejo,-7.92834542,-79.20608823,MINSA
219,1177,I.E. Manuel Arevalo,-7.96155979,-79.23979816,DIRESA
220,1177,I.E. Sagrado Corazon,-7.89565895,-79.22300737,MINSA
3294,1177,OLGA PEREDA NORIEGA - SANTIAGO DE CAO,-7.8894493,-79.2216764,MINSA
3296,1177,I.E. JESUS DE PRAGA - SANTIAGO DE CAO,-7.9613689,-79.2379782,MINSA
3632,1299,P.S VILLA JARDIN CUCUYA,-12.22151,-76.84284,MINSA
15,1299,Complejo Deportivo Jose Fuentes Chapeda -  ZONA A,-12.30014472,-76.84696331,MINSA
5,1304,Centro de Salud Pucusana,-12.48286198,-76.79618736,MINSA
911,1348,Iep Nuestra Señora Del Carmen,-13.0566,-76.3535,DIRESA LIMA
545,1348,Estadio Oscar Ramos Cabieses,-13.03094,-76.36225,MINSA
3638,1387,PLAZA CENTRAL DE SAN DAMIAN,-12.0174,-76.3917873,MINSA
425,1571,I.E 15482 Maria Auxiliadora,-5.34333283,-80.70595759,DIRESA
426,1571,I.E. Divino Maestro,-5.3805383,-80.69430109,DIRESA
427,1571,I.E. Ricardo Palma,-5.32204627,-80.75361385,DIRESA
3991,1663,PLAZA TUPAC AMARU,-13.7771933,-70.3223331,
1796,1663,IES TERCER SIGLO,-13.7771627,-70.3245145,
